matricule,nom,prenom,genre,classe,niveau,flux
"EL2733","AKA","Aïcha","F","2nde-6","2nde","Apres-midi"
"EL2734","ZADI","Joëlle","F","2nde-6","2nde","Apres-midi"
"EL2735","BROU","Hélène","F","2nde-6","2nde","Apres-midi"
"EL2736","CISSÉ","Estelle","F","2nde-6","2nde","Apres-midi"
"EL2737","TANOH","Léa","F","2nde-6","2nde","Apres-midi"
"EL2738","SANGARÉ","Yao","M","2nde-6","2nde","Apres-midi"
"EL2739","BROU","Koffi","M","2nde-6","2nde","Apres-midi"
"EL2740","AKA","Aïcha","F","2nde-6","2nde","Apres-midi"
"EL2741","FOFANA","Yannick","M","2nde-6","2nde","Apres-midi"
"EL2742","SANGARÉ","Guy","M","2nde-6","2nde","Apres-midi"
"EL2743","ABLÉ","Cédric","M","2nde-6","2nde","Apres-midi"
"EL2744","TOURÉ","Sandrine","F","2nde-6","2nde","Apres-midi"
"EL2745","ABLÉ","Roland","M","2nde-6","2nde","Apres-midi"
"EL2746","ABLÉ","Paul","M","2nde-6","2nde","Apres-midi"
"EL2747","DJÉ","Awa","F","2nde-7","2nde","Apres-midi"
"EL2748","GUÉI","Prisca","F","2nde-7","2nde","Apres-midi"
"EL2749","TOURÉ","Rachelle","F","2nde-7","2nde","Apres-midi"
"EL2750","YAO","Léa","F","2nde-7","2nde","Apres-midi"
"EL2751","ZADI","Thierry","M","2nde-7","2nde","Apres-midi"
"EL2752","BAKAYOKO","Sandrine","F","2nde-7","2nde","Apres-midi"
"EL2753","DIALLO","Paul","M","2nde-7","2nde","Apres-midi"
"EL2754","GUÉI","Nadège","F","2nde-7","2nde","Apres-midi"
"EL2755","CISSÉ","Paul","M","2nde-7","2nde","Apres-midi"
"EL2756","DOUMBIA","Daniel","M","2nde-7","2nde","Apres-midi"
"EL2757","N'GUESSAN","Marie","F","2nde-7","2nde","Apres-midi"
"EL2758","KOFFI","Adama","M","2nde-7","2nde","Apres-midi"
"EL2759","FOFANA","Daniel","M","2nde-7","2nde","Apres-midi"
"EL2760","BROU","Franck","M","2nde-7","2nde","Apres-midi"
"EL2761","KONÉ","Christelle","F","2nde-7","2nde","Apres-midi"
"EL2762","TANOH","Marie","F","2nde-7","2nde","Apres-midi"
"EL2763","DOUMBIA","Mireille","F","2nde-7","2nde","Apres-midi"
"EL2764","KOUASSI","Cédric","M","2nde-7","2nde","Apres-midi"
"EL2765","COULIBALY","Hervé","M","2nde-7","2nde","Apres-midi"
"EL2766","COULIBALY","Mireille","F","2nde-7","2nde","Apres-midi"
"EL2767","CISSÉ","Léa","F","2nde-7","2nde","Apres-midi"
"EL2768","CISSÉ","Thierry","M","2nde-7","2nde","Apres-midi"
"EL2769","ASSI","Yannick","M","2nde-7","2nde","Apres-midi"
"EL2770","GNAGNE","Sylvie","F","2nde-7","2nde","Apres-midi"
"EL2771","KOUASSI","Cédric","M","2nde-7","2nde","Apres-midi"
"EL2772","GUÉI","Olivier","M","2nde-7","2nde","Apres-midi"
"EL2773","COULIBALY","Aya","F","2nde-7","2nde","Apres-midi"
"EL2774","N'GUESSAN","Mireille","F","2nde-7","2nde","Apres-midi"
"EL2775","SANGARÉ","Aïcha","F","2nde-7","2nde","Apres-midi"
"EL2776","ADJÉ","Aya","F","2nde-7","2nde","Apres-midi"
"EL2777","ABLÉ","Sylvie","F","2nde-7","2nde","Apres-midi"
"EL2778","OUATTARA","Carine","F","2nde-7","2nde","Apres-midi"
"EL2779","KONÉ","Aboubacar","M","2nde-7","2nde","Apres-midi"
"EL2780","CISSÉ","Thierry","M","2nde-7","2nde","Apres-midi"
"EL2781","TOURÉ","Cédric","M","2nde-7","2nde","Apres-midi"
"EL2782","KASSI","Fatou","F","2nde-7","2nde","Apres-midi"
"EL2783","CISSÉ","Roland","M","2nde-7","2nde","Apres-midi"
"EL2784","YAO","Mariam","F","2nde-7","2nde","Apres-midi"
"EL2785","TRAORÉ","Prisca","F","2nde-7","2nde","Apres-midi"
"EL2786","KASSI","Adama","M","2nde-7","2nde","Apres-midi"
"EL2787","AKA","Roland","M","2nde-7","2nde","Apres-midi"
"EL2788","DIABATÉ","Christelle","F","2nde-7","2nde","Apres-midi"
"EL2789","ZADI","Joëlle","F","2nde-7","2nde","Apres-midi"
"EL2790","DIABATÉ","Aïcha","F","2nde-7","2nde","Apres-midi"
"EL2791","ZADI","Rachelle","F","2nde-7","2nde","Apres-midi"
"EL2792","GNAGNE","Moussa","M","2nde-7","2nde","Apres-midi"
"EL2793","ABLÉ","Koffi","M","2nde-7","2nde","Apres-midi"
"EL2794","ASSI","Marie","F","2nde-7","2nde","Apres-midi"
"EL2795","GUÉI","Sandrine","F","2nde-7","2nde","Apres-midi"
"EL2796","FOFANA","Roland","M","2nde-7","2nde","Apres-midi"
"EL2797","KONÉ","Aya","F","2nde-7","2nde","Apres-midi"
"EL2798","N'GUESSAN","Marc","M","2nde-7","2nde","Apres-midi"
"EL2799","GUÉI","Nadège","F","2nde-7","2nde","Apres-midi"
"EL2800","BROU","Christelle","F","2nde-7","2nde","Apres-midi"
"EL2801","KONÉ","Yannick","M","2nde-7","2nde","Apres-midi"
"EL2802","KONÉ","Jean","M","2nde-7","2nde","Apres-midi"
"EL2803","BAMBA","Olivier","M","2nde-7","2nde","Apres-midi"
"EL2804","N'GUESSAN","Prisca","F","2nde-8","2nde","Apres-midi"
"EL2805","N'GUESSAN","Aya","F","2nde-8","2nde","Apres-midi"
"EL2806","BROU","Léa","F","2nde-8","2nde","Apres-midi"
"EL2807","N'GUESSAN","Moussa","M","2nde-8","2nde","Apres-midi"
"EL2808","GUÉI","Guy","M","2nde-8","2nde","Apres-midi"
"EL2809","TANOH","Léa","F","2nde-8","2nde","Apres-midi"
"EL2810","GNAGNE","Sylvie","F","2nde-8","2nde","Apres-midi"
"EL2811","TRAORÉ","Sylvie","F","2nde-8","2nde","Apres-midi"
"EL2812","DIABATÉ","Marc","M","2nde-8","2nde","Apres-midi"
"EL2813","DIABATÉ","Arnaud","M","2nde-8","2nde","Apres-midi"
"EL2814","DIALLO","Moussa","M","2nde-8","2nde","Apres-midi"
"EL2815","COULIBALY","Nadège","F","2nde-8","2nde","Apres-midi"
"EL2816","DOUMBIA","Carine","F","2nde-8","2nde","Apres-midi"
"EL2817","N'GUESSAN","Rachelle","F","2nde-8","2nde","Apres-midi"
"EL2818","DOUMBIA","Koffi","M","2nde-8","2nde","Apres-midi"
"EL2819","FOFANA","Sylvie","F","2nde-8","2nde","Apres-midi"
"EL2820","KONÉ","Mariam","F","2nde-8","2nde","Apres-midi"
"EL2821","OUATTARA","Jean","M","2nde-8","2nde","Apres-midi"
"EL2822","GUÉI","Roland","M","2nde-8","2nde","Apres-midi"
"EL2823","KASSI","Jean","M","2nde-8","2nde","Apres-midi"
"EL2824","DOUMBIA","Arnaud","M","2nde-8","2nde","Apres-midi"
"EL2825","DIABATÉ","Arnaud","M","2nde-8","2nde","Apres-midi"
"EL2826","ABLÉ","Aïcha","F","2nde-8","2nde","Apres-midi"
"EL2827","KOUASSI","Jean","M","2nde-8","2nde","Apres-midi"
"EL2828","BROU","Yannick","M","2nde-8","2nde","Apres-midi"
"EL2829","BROU","Olivier","M","2nde-8","2nde","Apres-midi"
"EL2830","BAMBA","Yao","M","2nde-8","2nde","Apres-midi"
"EL2831","KASSI","Fatou","F","2nde-8","2nde","Apres-midi"
"EL2832","KONÉ","Carine","F","2nde-8","2nde","Apres-midi"
"EL2833","YAO","Adama","M","2nde-8","2nde","Apres-midi"
"EL2834","CISSÉ","Guy","M","2nde-8","2nde","Apres-midi"
"EL2835","AKA","Thierry","M","2nde-8","2nde","Apres-midi"
"EL2836","N'GUESSAN","Yannick","M","2nde-8","2nde","Apres-midi"
"EL2837","BAKAYOKO","Joëlle","F","2nde-8","2nde","Apres-midi"
"EL2838","AKA","Hélène","F","2nde-8","2nde","Apres-midi"
"EL2839","FOFANA","Paul","M","2nde-8","2nde","Apres-midi"
"EL2840","KOUAMÉ","Franck","M","2nde-8","2nde","Apres-midi"
"EL2841","DOUMBIA","Sandrine","F","2nde-8","2nde","Apres-midi"
"EL2842","KOFFI","Koffi","M","2nde-8","2nde","Apres-midi"
"EL2843","DJÉ","Prisca","F","2nde-8","2nde","Apres-midi"
"EL2844","TRAORÉ","Awa","F","2nde-8","2nde","Apres-midi"
"EL2845","BAKAYOKO","Marie","F","2nde-8","2nde","Apres-midi"
"EL2846","TANOH","Hervé","M","2nde-8","2nde","Apres-midi"
"EL2847","COULIBALY","Daniel","M","2nde-8","2nde","Apres-midi"
"EL2848","BAMBA","Thierry","M","2nde-8","2nde","Apres-midi"
"EL2849","KOUASSI","Thierry","M","2nde-8","2nde","Apres-midi"
"EL2850","AKA","Sylvie","F","2nde-8","2nde","Apres-midi"
"EL2851","KOUASSI","Hélène","F","2nde-8","2nde","Apres-midi"
"EL2852","COULIBALY","Estelle","F","2nde-8","2nde","Apres-midi"
"EL2853","BROU","Christelle","F","2nde-8","2nde","Apres-midi"
"EL2854","SANGARÉ","Paul","M","2nde-8","2nde","Apres-midi"
"EL2855","KOFFI","Aya","F","2nde-8","2nde","Apres-midi"
"EL2856","KONÉ","Aboubacar","M","2nde-8","2nde","Apres-midi"
"EL2857","FOFANA","Aya","F","2nde-8","2nde","Apres-midi"
"EL2858","KOUAMÉ","Daniel","M","2nde-8","2nde","Apres-midi"
"EL2859","TANOH","Franck","M","2nde-8","2nde","Apres-midi"
"EL2860","CISSÉ","Aïcha","F","2nde-8","2nde","Apres-midi"
"EL2861","TANOH","Olivier","M","1ere-1","1ere","Apres-midi"
"EL2862","DIALLO","Yannick","M","1ere-1","1ere","Apres-midi"
"EL2863","COULIBALY","Mireille","F","1ere-1","1ere","Apres-midi"
"EL2864","CISSÉ","Sandrine","F","1ere-1","1ere","Apres-midi"
"EL2865","N'GUESSAN","Cédric","M","1ere-1","1ere","Apres-midi"
"EL2866","ADJÉ","Koffi","M","1ere-1","1ere","Apres-midi"
"EL2867","BAMBA","Mariam","F","1ere-1","1ere","Apres-midi"
"EL2868","AKA","Franck","M","1ere-1","1ere","Apres-midi"
"EL2869","KONÉ","Aïcha","F","1ere-1","1ere","Apres-midi"
"EL2870","CISSÉ","Prisca","F","1ere-1","1ere","Apres-midi"
"EL2871","SANGARÉ","Yannick","M","1ere-1","1ere","Apres-midi"
"EL2872","ZADI","Aya","F","1ere-1","1ere","Apres-midi"
"EL2873","TRAORÉ","Grace","F","1ere-1","1ere","Apres-midi"
"EL2874","KOUASSI","Serge","M","1ere-1","1ere","Apres-midi"
"EL2875","KOFFI","Grace","F","1ere-1","1ere","Apres-midi"
"EL2876","BAKAYOKO","Jean","M","1ere-1","1ere","Apres-midi"
"EL2877","DJÉ","Roland","M","1ere-1","1ere","Apres-midi"
"EL2878","DIABATÉ","Mireille","F","1ere-1","1ere","Apres-midi"
"EL2879","DIABATÉ","Daniel","M","1ere-1","1ere","Apres-midi"
"EL2880","ZADI","Franck","M","1ere-1","1ere","Apres-midi"
"EL2881","KONÉ","Joëlle","F","1ere-1","1ere","Apres-midi"
"EL2882","BAKAYOKO","Franck","M","1ere-1","1ere","Apres-midi"
"EL2883","KONÉ","Adama","M","1ere-1","1ere","Apres-midi"
"EL2884","TRAORÉ","Paul","M","1ere-1","1ere","Apres-midi"
"EL2885","YAO","Roland","M","1ere-1","1ere","Apres-midi"
"EL2886","ZADI","Thierry","M","1ere-1","1ere","Apres-midi"
"EL2887","DIALLO","Estelle","F","1ere-1","1ere","Apres-midi"
"EL2888","TOURÉ","Mireille","F","1ere-1","1ere","Apres-midi"
"EL2889","AKA","Paul","M","1ere-1","1ere","Apres-midi"
"EL2890","TRAORÉ","Prisca","F","1ere-1","1ere","Apres-midi"
"EL2891","ASSI","Yannick","M","1ere-1","1ere","Apres-midi"
"EL2892","N'GUESSAN","Awa","F","1ere-1","1ere","Apres-midi"
"EL2893","OUATTARA","Jean","M","1ere-1","1ere","Apres-midi"
"EL2894","TOURÉ","Adama","M","1ere-1","1ere","Apres-midi"
"EL2895","AKA","Hervé","M","1ere-1","1ere","Apres-midi"
"EL2896","BAKAYOKO","Daniel","M","1ere-1","1ere","Apres-midi"
"EL2897","KOUAMÉ","Marie","F","1ere-1","1ere","Apres-midi"
"EL2898","KONÉ","Daniel","M","1ere-1","1ere","Apres-midi"
"EL2899","ABLÉ","Yao","M","1ere-1","1ere","Apres-midi"
"EL2900","KASSI","Moussa","M","1ere-1","1ere","Apres-midi"
"EL2901","ZADI","Prisca","F","1ere-1","1ere","Apres-midi"
"EL2902","CISSÉ","Christelle","F","1ere-1","1ere","Apres-midi"
"EL2903","GUÉI","Adama","M","1ere-1","1ere","Apres-midi"
"EL2904","TOURÉ","Ibrahim","M","1ere-1","1ere","Apres-midi"
"EL2905","ASSI","Estelle","F","1ere-1","1ere","Apres-midi"
"EL2906","TRAORÉ","Guy","M","1ere-1","1ere","Apres-midi"
"EL2907","KOUASSI","Serge","M","1ere-1","1ere","Apres-midi"
"EL2908","BAMBA","Léa","F","1ere-1","1ere","Apres-midi"
"EL2909","CISSÉ","Serge","M","1ere-1","1ere","Apres-midi"
"EL2910","BROU","Guy","M","1ere-1","1ere","Apres-midi"
"EL2911","ZADI","Olivier","M","1ere-1","1ere","Apres-midi"
"EL2912","DOUMBIA","Joëlle","F","1ere-1","1ere","Apres-midi"
"EL2913","DOUMBIA","Ibrahim","M","1ere-2","1ere","Apres-midi"
"EL2914","GNAGNE","Adama","M","1ere-2","1ere","Apres-midi"
"EL2915","GUÉI","Arnaud","M","1ere-2","1ere","Apres-midi"
"EL2916","KONÉ","Estelle","F","1ere-2","1ere","Apres-midi"
"EL2917","KASSI","Koffi","M","1ere-2","1ere","Apres-midi"
"EL2918","KOUAMÉ","Léa","F","1ere-2","1ere","Apres-midi"
"EL2919","ADJÉ","Aya","F","1ere-2","1ere","Apres-midi"
"EL2920","YAO","Affoué","F","1ere-2","1ere","Apres-midi"
"EL2921","FOFANA","Adama","M","1ere-2","1ere","Apres-midi"
"EL2922","COULIBALY","Carine","F","1ere-2","1ere","Apres-midi"
"EL2923","BAKAYOKO","Moussa","M","1ere-2","1ere","Apres-midi"
"EL2924","BAMBA","Jean","M","1ere-2","1ere","Apres-midi"
"EL2925","KASSI","Serge","M","1ere-2","1ere","Apres-midi"
"EL2926","KASSI","Yannick","M","1ere-2","1ere","Apres-midi"
"EL2927","TANOH","Adama","M","1ere-2","1ere","Apres-midi"
"EL2928","AKA","Christelle","F","1ere-2","1ere","Apres-midi"
"EL2929","AKA","Sandrine","F","1ere-2","1ere","Apres-midi"
"EL2930","DIABATÉ","Yao","M","1ere-2","1ere","Apres-midi"
"EL2931","AKA","Joëlle","F","1ere-2","1ere","Apres-midi"
"EL2932","KONÉ","Awa","F","1ere-2","1ere","Apres-midi"
"EL2933","BAMBA","Ibrahim","M","1ere-2","1ere","Apres-midi"
"EL2934","KOUAMÉ","Olivier","M","1ere-2","1ere","Apres-midi"
"EL2935","COULIBALY","Serge","M","1ere-2","1ere","Apres-midi"
"EL2936","ASSI","Roland","M","1ere-2","1ere","Apres-midi"
"EL2937","AKA","Paul","M","1ere-2","1ere","Apres-midi"
"EL2938","SANGARÉ","Fatou","F","1ere-2","1ere","Apres-midi"
"EL2939","YAO","Hélène","F","1ere-2","1ere","Apres-midi"
"EL2940","N'GUESSAN","Yao","M","1ere-2","1ere","Apres-midi"
"EL2941","CISSÉ","Fatou","F","1ere-2","1ere","Apres-midi"
"EL2942","DIALLO","Nadège","F","1ere-2","1ere","Apres-midi"
"EL2943","DIALLO","Ibrahim","M","1ere-2","1ere","Apres-midi"
"EL2944","KOFFI","Ibrahim","M","1ere-2","1ere","Apres-midi"
"EL2945","GUÉI","Roland","M","1ere-2","1ere","Apres-midi"
"EL2946","SANGARÉ","Mariam","F","1ere-2","1ere","Apres-midi"
"EL2947","ADJÉ","Rachelle","F","1ere-2","1ere","Apres-midi"
"EL2948","GNAGNE","Joëlle","F","1ere-2","1ere","Apres-midi"
"EL2949","OUATTARA","Aïcha","F","1ere-2","1ere","Apres-midi"
"EL2950","TOURÉ","Aboubacar","M","1ere-2","1ere","Apres-midi"
"EL2951","OUATTARA","Marie","F","1ere-2","1ere","Apres-midi"
"EL2952","TOURÉ","Marc","M","1ere-2","1ere","Apres-midi"
"EL2953","GUÉI","Mireille","F","1ere-2","1ere","Apres-midi"
"EL2954","TANOH","Franck","M","1ere-2","1ere","Apres-midi"
"EL2955","CISSÉ","Fatou","F","1ere-2","1ere","Apres-midi"
"EL2956","ABLÉ","Hervé","M","1ere-2","1ere","Apres-midi"
"EL2957","DIALLO","Arnaud","M","1ere-2","1ere","Apres-midi"
"EL2958","AKA","Grace","F","1ere-2","1ere","Apres-midi"
"EL2959","N'GUESSAN","Joëlle","F","1ere-2","1ere","Apres-midi"
"EL2960","DOUMBIA","Prisca","F","1ere-2","1ere","Apres-midi"
"EL2961","BAMBA","Moussa","M","1ere-2","1ere","Apres-midi"
"EL2962","GNAGNE","Adama","M","1ere-2","1ere","Apres-midi"
"EL2963","KOUASSI","Roland","M","1ere-2","1ere","Apres-midi"
"EL2964","ABLÉ","Hervé","M","1ere-2","1ere","Apres-midi"
"EL2965","ADJÉ","Joëlle","F","1ere-3","1ere","Apres-midi"
"EL2966","SANGARÉ","Roland","M","1ere-3","1ere","Apres-midi"
"EL2967","TOURÉ","Paul","M","1ere-3","1ere","Apres-midi"
"EL2968","KONÉ","Marie","F","1ere-3","1ere","Apres-midi"
"EL2969","DIABATÉ","Guy","M","1ere-3","1ere","Apres-midi"
"EL2970","TOURÉ","Nadège","F","1ere-3","1ere","Apres-midi"
"EL2971","KASSI","Jean","M","1ere-3","1ere","Apres-midi"
"EL2972","ABLÉ","Jean","M","1ere-3","1ere","Apres-midi"
"EL2973","TRAORÉ","Franck","M","1ere-3","1ere","Apres-midi"
"EL2974","N'GUESSAN","Franck","M","1ere-3","1ere","Apres-midi"
"EL2975","KONÉ","Olivier","M","1ere-3","1ere","Apres-midi"
"EL2976","KOUASSI","Ibrahim","M","1ere-3","1ere","Apres-midi"
"EL2977","FOFANA","Aboubacar","M","1ere-3","1ere","Apres-midi"
"EL2978","COULIBALY","Arnaud","M","1ere-3","1ere","Apres-midi"
"EL2979","BAMBA","Aïcha","F","1ere-3","1ere","Apres-midi"
"EL2980","BAKAYOKO","Marc","M","1ere-3","1ere","Apres-midi"
"EL2981","BROU","Hervé","M","1ere-3","1ere","Apres-midi"
"EL2982","DJÉ","Léa","F","1ere-3","1ere","Apres-midi"
"EL2983","GUÉI","Rachelle","F","1ere-3","1ere","Apres-midi"
"EL2984","COULIBALY","Nadège","F","1ere-3","1ere","Apres-midi"
"EL2985","TOURÉ","Koffi","M","1ere-3","1ere","Apres-midi"
"EL2986","GNAGNE","Ibrahim","M","1ere-3","1ere","Apres-midi"
"EL2987","DIALLO","Franck","M","1ere-3","1ere","Apres-midi"
"EL2988","SANGARÉ","Sylvie","F","1ere-3","1ere","Apres-midi"
"EL2989","N'GUESSAN","Hervé","M","1ere-3","1ere","Apres-midi"
"EL2990","GUÉI","Léa","F","1ere-3","1ere","Apres-midi"
"EL2991","TOURÉ","Serge","M","1ere-3","1ere","Apres-midi"
"EL2992","KONÉ","Olivier","M","1ere-3","1ere","Apres-midi"
"EL2993","BAKAYOKO","Franck","M","1ere-3","1ere","Apres-midi"
"EL2994","YAO","Aïcha","F","1ere-3","1ere","Apres-midi"
"EL2995","CISSÉ","Fatou","F","1ere-3","1ere","Apres-midi"
"EL2996","BAMBA","Guy","M","1ere-3","1ere","Apres-midi"
"EL2997","TOURÉ","Grace","F","1ere-3","1ere","Apres-midi"
"EL2998","DOUMBIA","Aïcha","F","1ere-3","1ere","Apres-midi"
"EL2999","GUÉI","Grace","F","1ere-3","1ere","Apres-midi"
"EL3000","ZADI","Christelle","F","1ere-3","1ere","Apres-midi"
"EL3001","ASSI","Ibrahim","M","1ere-3","1ere","Apres-midi"
"EL3002","KASSI","Paul","M","1ere-3","1ere","Apres-midi"
"EL3003","GUÉI","Aboubacar","M","1ere-3","1ere","Apres-midi"
"EL3004","SANGARÉ","Prisca","F","1ere-3","1ere","Apres-midi"
"EL3005","YAO","Prisca","F","1ere-3","1ere","Apres-midi"
"EL3006","ASSI","Fatou","F","1ere-3","1ere","Apres-midi"
"EL3007","KONÉ","Guy","M","1ere-3","1ere","Apres-midi"
"EL3008","YAO","Awa","F","1ere-3","1ere","Apres-midi"
"EL3009","BAKAYOKO","Mariam","F","1ere-3","1ere","Apres-midi"
"EL3010","ABLÉ","Adama","M","1ere-3","1ere","Apres-midi"
"EL3011","COULIBALY","Léa","F","1ere-3","1ere","Apres-midi"
"EL3012","BAMBA","Roland","M","1ere-3","1ere","Apres-midi"
"EL3013","ABLÉ","Sylvie","F","1ere-3","1ere","Apres-midi"
"EL3014","YAO","Mireille","F","1ere-3","1ere","Apres-midi"
"EL3015","DJÉ","Marc","M","1ere-3","1ere","Apres-midi"
"EL3016","GNAGNE","Léa","F","1ere-3","1ere","Apres-midi"
"EL3017","OUATTARA","Olivier","M","1ere-4","1ere","Apres-midi"
"EL3018","COULIBALY","Aboubacar","M","1ere-4","1ere","Apres-midi"
"EL3019","KOFFI","Franck","M","1ere-4","1ere","Apres-midi"
"EL3020","DIALLO","Mariam","F","1ere-4","1ere","Apres-midi"
"EL3021","GNAGNE","Yao","M","1ere-4","1ere","Apres-midi"
"EL3022","KOUASSI","Hervé","M","1ere-4","1ere","Apres-midi"
"EL3023","DIALLO","Hervé","M","1ere-4","1ere","Apres-midi"
"EL3024","ADJÉ","Moussa","M","1ere-4","1ere","Apres-midi"
"EL3025","OUATTARA","Mariam","F","1ere-4","1ere","Apres-midi"
"EL3026","TANOH","Moussa","M","1ere-4","1ere","Apres-midi"
"EL3027","KOFFI","Sandrine","F","1ere-4","1ere","Apres-midi"
"EL3028","GUÉI","Nadège","F","1ere-4","1ere","Apres-midi"
"EL3029","KASSI","Fatou","F","1ere-4","1ere","Apres-midi"
"EL3030","TRAORÉ","Olivier","M","1ere-4","1ere","Apres-midi"
"EL3031","OUATTARA","Thierry","M","1ere-4","1ere","Apres-midi"
"EL3032","GNAGNE","Roland","M","1ere-4","1ere","Apres-midi"
"EL3033","KOUAMÉ","Mireille","F","1ere-4","1ere","Apres-midi"
"EL3034","BROU","Guy","M","1ere-4","1ere","Apres-midi"
"EL3035","GUÉI","Awa","F","1ere-4","1ere","Apres-midi"
"EL3036","BROU","Léa","F","1ere-4","1ere","Apres-midi"
"EL3037","TRAORÉ","Aboubacar","M","1ere-4","1ere","Apres-midi"
"EL3038","N'GUESSAN","Olivier","M","1ere-4","1ere","Apres-midi"
"EL3039","N'GUESSAN","Serge","M","1ere-4","1ere","Apres-midi"
"EL3040","DOUMBIA","Aboubacar","M","1ere-4","1ere","Apres-midi"
"EL3041","KOUASSI","Rachelle","F","1ere-4","1ere","Apres-midi"
"EL3042","DJÉ","Ibrahim","M","1ere-4","1ere","Apres-midi"
"EL3043","GNAGNE","Guy","M","1ere-4","1ere","Apres-midi"
"EL3044","KASSI","Aboubacar","M","1ere-4","1ere","Apres-midi"
"EL3045","ADJÉ","Carine","F","1ere-4","1ere","Apres-midi"
"EL3046","ZADI","Sylvie","F","1ere-4","1ere","Apres-midi"
"EL3047","KOFFI","Mariam","F","1ere-4","1ere","Apres-midi"
"EL3048","KOUAMÉ","Sylvie","F","1ere-4","1ere","Apres-midi"
"EL3049","CISSÉ","Grace","F","1ere-4","1ere","Apres-midi"
"EL3050","BAMBA","Christelle","F","1ere-4","1ere","Apres-midi"
"EL3051","BROU","Guy","M","1ere-4","1ere","Apres-midi"
"EL3052","ZADI","Sylvie","F","1ere-4","1ere","Apres-midi"
"EL3053","GUÉI","Moussa","M","1ere-4","1ere","Apres-midi"
"EL3054","CISSÉ","Koffi","M","1ere-4","1ere","Apres-midi"
"EL3055","DJÉ","Joëlle","F","1ere-4","1ere","Apres-midi"
"EL3056","GNAGNE","Sandrine","F","1ere-4","1ere","Apres-midi"
"EL3057","GNAGNE","Hervé","M","1ere-4","1ere","Apres-midi"
"EL3058","KOUAMÉ","Estelle","F","1ere-4","1ere","Apres-midi"
"EL3059","ZADI","Adama","M","1ere-4","1ere","Apres-midi"
"EL3060","YAO","Jean","M","1ere-4","1ere","Apres-midi"
"EL3061","CISSÉ","Thierry","M","1ere-4","1ere","Apres-midi"
"EL3062","KOUAMÉ","Nadège","F","1ere-4","1ere","Apres-midi"
"EL3063","ADJÉ","Hervé","M","1ere-4","1ere","Apres-midi"
"EL3064","ASSI","Léa","F","1ere-4","1ere","Apres-midi"
"EL3065","CISSÉ","Marc","M","1ere-4","1ere","Apres-midi"
"EL3066","GUÉI","Koffi","M","1ere-4","1ere","Apres-midi"
"EL3067","TOURÉ","Olivier","M","1ere-4","1ere","Apres-midi"
"EL3068","BROU","Roland","M","1ere-5","1ere","Apres-midi"
"EL3069","KONÉ","Sylvie","F","1ere-5","1ere","Apres-midi"
"EL3070","DOUMBIA","Fatou","F","1ere-5","1ere","Apres-midi"
"EL3071","SANGARÉ","Olivier","M","1ere-5","1ere","Apres-midi"
"EL3072","GNAGNE","Arnaud","M","1ere-5","1ere","Apres-midi"
"EL3073","GNAGNE","Nadège","F","1ere-5","1ere","Apres-midi"
"EL3074","ASSI","Jean","M","1ere-5","1ere","Apres-midi"
"EL3075","KOUAMÉ","Sylvie","F","1ere-5","1ere","Apres-midi"
"EL3076","KOUAMÉ","Franck","M","1ere-5","1ere","Apres-midi"
"EL3077","DOUMBIA","Moussa","M","1ere-5","1ere","Apres-midi"
"EL3078","ZADI","Koffi","M","1ere-5","1ere","Apres-midi"
"EL3079","KOUAMÉ","Cédric","M","1ere-5","1ere","Apres-midi"
"EL3080","ZADI","Arnaud","M","1ere-5","1ere","Apres-midi"
"EL3081","KOUASSI","Marc","M","1ere-5","1ere","Apres-midi"
"EL3082","ABLÉ","Adama","M","1ere-5","1ere","Apres-midi"
"EL3083","N'GUESSAN","Hervé","M","1ere-5","1ere","Apres-midi"
"EL3084","DOUMBIA","Roland","M","1ere-5","1ere","Apres-midi"
"EL3085","DJÉ","Carine","F","1ere-5","1ere","Apres-midi"
"EL3086","GNAGNE","Nadège","F","1ere-5","1ere","Apres-midi"
"EL3087","CISSÉ","Carine","F","1ere-5","1ere","Apres-midi"
"EL3088","CISSÉ","Sylvie","F","1ere-5","1ere","Apres-midi"
"EL3089","COULIBALY","Carine","F","1ere-5","1ere","Apres-midi"
"EL3090","YAO","Fatou","F","1ere-5","1ere","Apres-midi"
"EL3091","FOFANA","Hervé","M","1ere-5","1ere","Apres-midi"
"EL3092","YAO","Estelle","F","1ere-5","1ere","Apres-midi"
"EL3093","TOURÉ","Serge","M","1ere-5","1ere","Apres-midi"
"EL3094","OUATTARA","Estelle","F","1ere-5","1ere","Apres-midi"
"EL3095","TRAORÉ","Adama","M","1ere-5","1ere","Apres-midi"
"EL3096","KONÉ","Marc","M","1ere-5","1ere","Apres-midi"
"EL3097","BAMBA","Moussa","M","1ere-5","1ere","Apres-midi"
"EL3098","BAKAYOKO","Aya","F","1ere-5","1ere","Apres-midi"
"EL3099","KOUASSI","Affoué","F","1ere-5","1ere","Apres-midi"
"EL3100","GNAGNE","Fatou","F","1ere-5","1ere","Apres-midi"
"EL3101","TANOH","Nadège","F","1ere-5","1ere","Apres-midi"
"EL3102","KONÉ","Franck","M","1ere-5","1ere","Apres-midi"
"EL3103","AKA","Yannick","M","1ere-5","1ere","Apres-midi"
"EL3104","KONÉ","Léa","F","1ere-5","1ere","Apres-midi"
"EL3105","DIALLO","Marie","F","1ere-5","1ere","Apres-midi"
"EL3106","YAO","Hervé","M","1ere-5","1ere","Apres-midi"
